"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/taxa/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/taxa/list.csv?datainfo&rowcount&base_name=Plantae&variant=all&show=class"
"Access Time","Thu 2025-06-26 21:48:33 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Plantae"
"","variant","all"
"","show","class"
"Elapsed Time","2.14"
"Records Found","32837"
"Records Returned","32837"
"Records:"
"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs","phylum","class","order","family","genus","type_taxon"
"405061","405061","txn","","species","Ancistrophyllum stigmariaeforme","","405061","species","Ancistrophyllum stigmariaeforme","405060","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ancistrophyllum",""
"280774","280774","txn","","genus","Sphaereda","","280774","genus","Sphaereda","54311","48591","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sphaereda","Sphaereda paradoxa"
"280775","280775","txn","","species","Sphaereda paradoxa","","280775","species","Sphaereda paradoxa","280774","48591","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sphaereda",""
"416283","416283","txn","","genus","Uredinites","","416283","genus","Uredinites","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Uredinites","Uredinites cretaceous"
"416284","416284","txn","","species","Uredinites cretaceous","","416284","species","Uredinites cretaceous","416283","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Uredinites",""
"406596","406596","txn","","genus","Chroococcites","","406596","genus","Chroococcites","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Chroococcites",""
"496632","496632","txn","","genus","Biscutella","","496632","genus","Biscutella","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biscutella","Biscutella didyma"
"496633","496633","txn","","species","Biscutella auriculata","","496633","species","Biscutella auriculata","496632","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biscutella",""
"496634","496634","txn","","species","Biscutella didyma","","496634","species","Biscutella didyma","496632","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biscutella",""
"408502","408502","txn","","genus","Fascites","","408502","genus","Fascites","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Fascites",""
"388418","388418","txn","","genus","Evinospongia","","388418","genus","Evinospongia","54311","69318","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Evinospongia",""
"490684","490684","txn","","genus","Trachelium","","490684","genus","Trachelium","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Trachelium","Trachelium caeruleum"
"490685","490685","txn","","species","Trachelium caeruleum","","490685","species","Trachelium caeruleum","490684","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Trachelium",""
"55344","55344","txn","","genus","Carpolithes","","55344","genus","Carpolithes","54311","4023","extinct","101","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447502","447502","txn","","species","Carpolithes irregularis","","447502","species","Carpolithes irregularis","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"449211","449211","txn","","species","Carpolithes parvus","","449211","species","Carpolithes parvus","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447495","447495","txn","","species","Carpolithes bucklandii","","447495","species","Carpolithes bucklandii","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447508","447508","txn","","species","Carpolithes seminulum","","447508","species","Carpolithes seminulum","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"55346","55346","txn","","species","Carpolithes lunatus","","55346","species","Carpolithes lunatus","55344","4023","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447509","447509","txn","","species","Carpolithes simplex","","447509","species","Carpolithes simplex","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447498","447498","txn","","species","Carpolithes dentatus","","447498","species","Carpolithes dentatus","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447501","447501","txn","","species","Carpolithes hitchcockii","","447501","species","Carpolithes hitchcockii","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"55343","55343","txn","","species","Carpolithes arcticus","","55343","species","Carpolithes arcticus","55344","4023","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"55345","55345","txn","","species","Carpolithes bryangosus","","55345","species","Carpolithes bryangosus","55344","4023","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447503","447503","txn","","species","Carpolithes macrophyllus","","447503","species","Carpolithes macrophyllus","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447499","447499","txn","","species","Carpolithes emarginatus","","447499","species","Carpolithes emarginatus","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447510","447510","txn","","species","Carpolithes solidus","","447510","species","Carpolithes solidus","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"450763","450763","txn","","species","Carpolithes compositus","","450763","species","Carpolithes compositus","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447496","447497","txn","","species","Carpolithes corrugatus","","447496","species","Carpolithes corrugatus","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447496","447496","txn","V","species","Palmocarpon corrugatum","recombined as","447496","species","Carpolithes corrugatus","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447512","447512","txn","","species","Carpolithes vermontanus","","447512","species","Carpolithes vermontanus","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"56071","56071","txn","","species","Carpolithes osseus","","56071","species","Carpolithes osseus","55344","6815","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447352","447352","txn","","species","Carpolithes grayana","","447352","species","Carpolithes grayana","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"451469","451469","txn","","species","Carpolithes bursaeformis","","451469","species","Carpolithes bursaeformis","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447506","447506","txn","","species","Carpolithes mucronatus","","447506","species","Carpolithes mucronatus","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447500","447500","txn","","species","Carpolithes falcatus","","447500","species","Carpolithes falcatus","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447494","447494","txn","","species","Carpolithes brandoniana","","447494","species","Carpolithes brandoniana","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447507","447507","txn","","species","Carpolithes ovatus","","447507","species","Carpolithes ovatus","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"447511","447511","txn","","species","Carpolithes spinosus","","447511","species","Carpolithes spinosus","55344","78993","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Carpolithes",""
"456046","456046","txn","","genus","Lakiasporites","","456046","genus","Lakiasporites","54311","80975","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lakiasporites",""
"456047","456047","txn","","species","Lakiasporites triangulus","","456047","species","Lakiasporites triangulus","456046","80975","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lakiasporites",""
"414943","414943","txn","","genus","Sphegophyllum","","414943","genus","Sphegophyllum","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sphegophyllum","Sphegophyllum striatum"
"414944","414944","txn","","species","Sphegophyllum striatum","","414944","species","Sphegophyllum striatum","414943","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sphegophyllum",""
"417535","417535","txn","","genus","Herakella","","417535","genus","Herakella","54311","72215","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Herakella","Herakella paradoxa"
"417536","417536","txn","","species","Herakella paradoxa","","417536","species","Herakella paradoxa","417535","72215","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Herakella",""
"411865","411865","txn","","genus","Palaeophoenix","","411865","genus","Palaeophoenix","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Palaeophoenix","Palaeophoenix aymardi"
"411866","411866","txn","","species","Palaeophoenix aymardi","","411866","species","Palaeophoenix aymardi","411865","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Palaeophoenix",""
"498565","498565","txn","","genus","Matricaria","","498565","genus","Matricaria","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Matricaria","Matricaria chamomilla"
"498568","498568","txn","","species","Matricaria chamomilla","","498568","species","Matricaria chamomilla","498565","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Matricaria",""
"498569","498569","txn","","species","Matricaria argentea","","498569","species","Matricaria argentea","498565","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Matricaria",""
"498566","498566","txn","","species","Matricaria parthenium","","498566","species","Matricaria parthenium","498565","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Matricaria",""
"498567","498567","txn","","species","Matricaria maritima","","498567","species","Matricaria maritima","498565","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Matricaria",""
"498570","498570","txn","","species","Matricaria recutita","","498570","species","Matricaria recutita","498565","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Matricaria",""
"406273","406273","txn","","genus","Capparidium","","406273","genus","Capparidium","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Capparidium",""
"454068","454068","txn","","genus","Biharisporites","","454068","genus","Biharisporites","54311","80975","extinct","16","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biharisporites",""
"454069","454069","txn","","species","Biharisporites arcuatus","","454069","species","Biharisporites arcuatus","454068","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biharisporites",""
"454071","454071","txn","V","species","Triletes spinosus","recombined as","454071","species","Biharisporites spinosus","454068","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biharisporites",""
"454071","454073","txn","","species","Biharisporites spinosus","","454071","species","Biharisporites spinosus","454068","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biharisporites",""
"454075","454075","txn","","species","Triletes datmaensis","subjective synonym of","454071","species","Biharisporites spinosus","454068","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biharisporites",""
"454080","454080","txn","","species","Triletes mangardahensis","subjective synonym of","454071","species","Biharisporites spinosus","454068","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biharisporites",""
"454078","454078","txn","","species","Triletes kotahensis","subjective synonym of","454071","species","Biharisporites spinosus","454068","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biharisporites",""
"454083","454083","txn","","species","Triletes singrauliensis","subjective synonym of","454071","species","Biharisporites spinosus","454068","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biharisporites",""
"454076","454076","txn","","species","Triletes gondwanensis","subjective synonym of","454071","species","Biharisporites spinosus","454068","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biharisporites",""
"454074","454074","txn","","species","Triletes biharensis","subjective synonym of","454071","species","Biharisporites spinosus","454068","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biharisporites",""
"454082","454082","txn","","species","Triletes savitrii","subjective synonym of","454071","species","Biharisporites spinosus","454068","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biharisporites",""
"454070","454070","txn","","species","Biharisporites distinctus","","454070","species","Biharisporites distinctus","454068","80975","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Biharisporites",""
"415072","415072","txn","","genus","Sporangites","","415072","genus","Sporangites","54311","71641","extinct","23","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sporangites","Sporangites papillata"
"415073","415073","txn","","species","Sporangites papillata","","415073","species","Sporangites papillata","415072","71641","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Sporangites",""
"411625","411625","txn","","genus","Oncopteris","","411625","genus","Oncopteris","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Oncopteris","Oncopteris nettwalli"
"411626","411626","txn","","species","Oncopteris nettwalli","","411626","species","Oncopteris nettwalli","411625","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Oncopteris",""
"458204","458204","txn","","genus","Psilamonoporites","","458204","genus","Psilamonoporites","54311","80975","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Psilamonoporites",""
"458205","458205","txn","","species","Psilamonoporites oculatus","","458205","species","Psilamonoporites oculatus","458204","80975","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Psilamonoporites",""
"461198","461198","txn","","genus","Verruinaperturites","","461198","genus","Verruinaperturites","54311","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Verruinaperturites",""
"461199","461199","txn","","species","Verruinaperturites raoi","","461199","species","Verruinaperturites raoi","461198","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Verruinaperturites",""
"469325","469325","txn","","genus","Equitatilepis","","469325","genus","Equitatilepis","54311","83865","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Equitatilepis","Equitatilepis elongatus"
"469326","469326","txn","","species","Equitatilepis elongatus","","469326","species","Equitatilepis elongatus","469325","83865","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Equitatilepis",""
"415855","415855","txn","","genus","Trachyphyton","","415855","genus","Trachyphyton","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Trachyphyton","Trachyphyton neglegibile"
"415856","415856","txn","","species","Trachyphyton neglegibile","","415856","species","Trachyphyton neglegibile","415855","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Trachyphyton",""
"412932","412932","txn","","genus","Pleuroplasmium","","412932","genus","Pleuroplasmium","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Pleuroplasmium",""
"458165","458165","txn","","genus","Primuspollenites","","458165","genus","Primuspollenites","54311","80975","extinct","7","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Primuspollenites",""
"458168","458168","txn","","species","Primuspollenites levis","","458168","species","Primuspollenites levis","458165","80975","extinct","3","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Primuspollenites",""
"458169","458169","txn","","species","Primuspollenites linterus","","458169","species","Primuspollenites linterus","458165","80975","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Primuspollenites",""
"458166","458166","txn","","species","Primuspollenites densus","","458166","species","Primuspollenites densus","458165","80975","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Primuspollenites",""
"458167","458167","txn","","species","Primuspollenites dicavus","","458167","species","Primuspollenites dicavus","458165","80975","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Primuspollenites",""
"458170","458170","txn","","species","Primuspollenites obscurus","","458170","species","Primuspollenites obscurus","458165","80975","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Primuspollenites",""
"471927","471927","txn","","genus","Trambaua","","471927","genus","Trambaua","54311","83865","extinct","2","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Trambaua","Trambaua apiculata"
"471928","471928","txn","","species","Trambaua apiculata","","471928","species","Trambaua apiculata","471927","83865","extinct","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Trambaua",""
"493589","493589","txn","","genus","Ruta","","493589","genus","Ruta","54311","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ruta","Ruta graveolens"
"493590","493590","txn","","species","Ruta graveolens","","493590","species","Ruta graveolens","493589","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ruta",""
"493591","493591","txn","","species","Ruta patavina","","493591","species","Ruta patavina","493589","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ruta",""
"493592","493592","txn","","species","Ruta linifolia","","493592","species","Ruta linifolia","493589","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ruta",""
"408689","408689","txn","","genus","Geietes","","408689","genus","Geietes","54311","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Geietes","Geietes moussoni"
"408690","408690","txn","","species","Geietes moussoni","","408690","species","Geietes moussoni","408689","71641","extinct","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Geietes",""
"497602","497602","txn","","genus","Lotus","","497602","genus","Lotus","54311","8628","extant","1","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lotus","Lotus corniculata"
"497608","497608","txn","","species","Lotus peregrinus","","497608","species","Lotus peregrinus","497602","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lotus",""
"497609","497609","txn","","species","Lotus angustissimus","","497609","species","Lotus angustissimus","497602","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lotus",""
"497614","497614","txn","","species","Lotus recta","","497614","species","Lotus recta","497602","8628","extant","0","NO_PHYLUM_SPECIFIED","NO_CLASS_SPECIFIED","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Lotus",""
