id,plant_parts_detected,parts_count,parts_normalized
969,wood; style,2,wood; style
971,mycorrhizal; root,2,mycorrhizal; root
972,mycorrhizal; root,2,mycorrhizal; root
973,NA,0,NA
974,trunk; wood; shoot,3,trunk; wood; shoot
975,NA,0,NA
976,mycorrhizal; root,2,mycorrhizal; root
977,NA,0,NA
978,seed,1,seed
980,mycorrhizal; root,2,mycorrhizal; root
981,mycorrhizal; root; mycorrhiza,3,mycorrhizal; root; mycorrhiza
982,NA,0,NA
983,seed,1,seed
984,root; shoot; leaf,3,root; shoot; leaf
985,mycorrhizal; flower; bud; mycorrhiza; root; flower bud,6,mycorrhizal; flower; bud; mycorrhiza; root; flower bud
986,root; cell wall; papilla,3,root; cell wall; papilla
987,seed,1,seed
989,mycorrhizal; root,2,mycorrhizal; root
991,leaf,1,leaf
992,wood,1,wood
993,NA,0,NA
994,scale,1,scale
995,NA,0,NA
996,root,1,root
997,mycorrhizal,1,mycorrhizal
998,seed; shoot; root; mycorrhizal,4,seed; shoot; root; mycorrhizal
999,mycorrhizal,1,mycorrhizal
1000,fruit; mycorrhizal,2,fruit; mycorrhizal
1001,pod,1,pod
1002,NA,0,NA
1003,leaf,1,leaf
1004,NA,0,NA
1005,root; mycorrhizal; mycorrhiza,3,root; mycorrhizal; mycorrhiza
1006,NA,0,NA
1007,NA,0,NA
1008,seed,1,seed
1009,seed,1,seed
1010,root,1,root
1011,trunk; root,2,trunk; root
1013,leaf,1,leaf
1014,root,1,root
1015,foliage,1,foliage
1016,root; mycorrhizal; stem; leaf; mycorrhiza,5,root; mycorrhizal; stem; leaf; mycorrhiza
1018,root,1,root
1019,root; leaf,2,root; leaf
1020,NA,0,NA
1021,root; seed,2,root; seed
1022,leaf; wood,2,leaf; wood
1023,canker; cone; leaf,3,canker; cone; leaf
1024,NA,0,NA
1025,leaf; ray; crown,3,leaf; ray; crown
1026,mycorrhizal,1,mycorrhizal
1027,callus; leaf; blade; sheath,4,callus; leaf; blade; sheath
1028,root,1,root
1029,seed,1,seed
1030,NA,0,NA
1031,leaf; tumor,2,leaf; tumor
1033,seed,1,seed
1034,root; mycorrhizal; mycorrhizal root; mycorrhizal roots,4,root; mycorrhizal; mycorrhizal root; mycorrhizal roots
1035,mycorrhizal; root; trunk; mycorrhiza,4,mycorrhizal; root; trunk; mycorrhiza
1036,foliage,1,foliage
1037,NA,0,NA
1038,NA,0,NA
1040,leaf,1,leaf
1041,NA,0,NA
1043,seed; fruit; pericarp; shoot,4,seed; fruit; pericarp; shoot
1044,pod; leaf,2,pod; leaf
1045,NA,0,NA
1046,root; shoot,2,root; shoot
1048,stem; leaf,2,stem; leaf
1050,root; leaf,2,root; leaf
1052,NA,0,NA
1053,leaf; stem,2,leaf; stem
1054,intercellular space; inflorescence,2,intercellular space; inflorescence
1055,seed; root,2,seed; root
1056,NA,0,NA
1057,NA,0,NA
1058,leaf,1,leaf
1059,mycorrhizal; mycorrhiza; root,3,mycorrhizal; mycorrhiza; root
1060,root; scale; mycorrhizal,3,root; scale; mycorrhizal
1061,mycorrhizal; root,2,mycorrhizal; root
1062,mycorrhizal; root; stem; shoot,4,mycorrhizal; root; stem; shoot
1063,wood,1,wood
1064,style; cell wall; haustoria,3,style; cell wall; haustoria
1065,mycorrhizal; root,2,mycorrhizal; root
1066,NA,0,NA
1067,mycorrhizal; flower; leaf; shoot; root; stem,6,mycorrhizal; flower; leaf; shoot; root; stem
1068,rhizome; seed; tracheid; vessel,4,rhizome; seed; tracheid; vessel
1069,leaf,1,leaf
1070,stem; seed,2,stem; seed
1071,root,1,root
1072,seed; mycorrhizal; root; shoot,4,seed; mycorrhizal; root; shoot
1073,leaf; bark; stem,3,leaf; bark; stem
1074,root; mycorrhizal; leaf; root tip,4,root; mycorrhizal; leaf; root tip
1076,root,1,root
1077,NA,0,NA
1078,root; shoot; lateral root,3,root; shoot; lateral root
1079,leaf,1,leaf
1080,seed; leaf,2,seed; leaf
1081,root,1,root
1082,root,1,root
1083,NA,0,NA
1084,NA,0,NA
1085,NA,0,NA
1086,leaf; root; shoot,3,leaf; root; shoot
1087,flower; shoot,2,flower; shoot
1088,leaf; stem; root; twig; petal,5,leaf; stem; root; twig; petal
1089,root; mycorrhizal,2,root; mycorrhizal
1090,root; stem,2,root; stem
1091,seed,1,seed
1092,root,1,root
1093,root,1,root
1094,mycorrhizal; root; shoot,3,mycorrhizal; root; shoot
1095,mycorrhizal; root,2,mycorrhizal; root
1096,root; stem,2,root; stem
1098,canker; seed; style,3,canker; seed; style
1100,root,1,root
1101,leaf,1,leaf
1102,mycorrhizal; root,2,mycorrhizal; root
1103,leaf; embryo; branch; phloem; mesophyll,5,leaf; embryo; branch; phloem; mesophyll
1104,root,1,root
1105,NA,0,NA
1106,NA,0,NA
1107,NA,0,NA
1108,NA,0,NA
1109,seed; leaf,2,seed; leaf
1110,root; mycorrhizal,2,root; mycorrhizal
1111,root,1,root
1112,leaf; shoot,2,leaf; shoot
1113,foliage; root; shoot,3,foliage; root; shoot
1114,fruit; leaf,2,fruit; leaf
1115,root; shoot,2,root; shoot
1116,mycorrhizal; root; cortex; mycorrhizal structure; mycorrhizal structures,5,mycorrhizal; root; cortex; mycorrhizal structure; mycorrhizal structures
1117,shoot; root; leaf,3,shoot; root; leaf
1118,seed,1,seed
1119,leaf,1,leaf
1120,seed,1,seed
1121,NA,0,NA
1122,leaf,1,leaf
1123,wood; trunk; bark,3,wood; trunk; bark
1124,NA,0,NA
1125,root,1,root
1126,sapwood; wood,2,sapwood; wood
1127,leaf,1,leaf
1128,mycorrhizal; root; stem; shoot,4,mycorrhizal; root; stem; shoot
1129,root; mycorrhizal,2,root; mycorrhizal
1130,mycorrhizal,1,mycorrhizal
1131,root; epidermis; cortex; stele; xylem; vessel; xylem vessel; xylem vessels,8,root; epidermis; cortex; stele; xylem; vessel; xylem vessel; xylem vessels
1133,seed; cone,2,seed; cone
1134,leaf,1,leaf
1135,NA,0,NA
1136,mycorrhizal; mycorrhiza; root; leaf,4,mycorrhizal; mycorrhiza; root; leaf
1137,root; mycorrhizal,2,root; mycorrhizal
1138,root,1,root
1140,seed; scale; timber,3,seed; scale; timber
1142,seed,1,seed
1145,root,1,root
1146,seed,1,seed
1147,NA,0,NA
1148,leaf; blade; sheath; leaf blade; leaf blades; leaf sheath,6,leaf; blade; sheath; leaf blade; leaf blades; leaf sheath
1150,root,1,root
1151,sapwood; leaf,2,sapwood; leaf
1152,NA,0,NA
1153,foliage,1,foliage
1154,leaf,1,leaf
1156,NA,0,NA
1159,shoot; inflorescence,2,shoot; inflorescence
1160,root; pod,2,root; pod
1161,scale; leaf,2,scale; leaf
1162,mycorrhizal,1,mycorrhizal
1163,leaf,1,leaf
1164,root,1,root
1165,root,1,root
1166,NA,0,NA
1167,leaf; stem,2,leaf; stem
1168,mycorrhizal; root,2,mycorrhizal; root
1169,mycorrhizal; root,2,mycorrhizal; root
1170,hair; root; mycorrhizal,3,hair; root; mycorrhizal
1171,periderm; anther,2,periderm; anther
1172,xylem; phloem,2,xylem; phloem
1173,root; mycorrhizal; mycorrhiza,3,root; mycorrhizal; mycorrhiza
1174,NA,0,NA
1175,seed,1,seed
1176,root; hair; root hair,3,root; hair; root hair
1177,pollen grain; root,2,pollen grain; root
1178,root; seed; leaf,3,root; seed; leaf
1179,seed; leaf; sheath; leaf sheath,4,seed; leaf; sheath; leaf sheath
1180,leaf; twig,2,leaf; twig
1181,stomatal; seed; stoma,3,stomatal; seed; stoma
1182,scale,1,scale
1183,leaf,1,leaf
1184,NA,0,NA
1186,bark; scale; phloem; crown,4,bark; scale; phloem; crown
1187,leaf; lesion; leaf surface,3,leaf; lesion; leaf surface
1188,tumor,1,tumor
1189,leaf; stem,2,leaf; stem
1190,NA,0,NA
1191,leaf,1,leaf
1192,root,1,root
1193,seed; ray; embryo; shoot; seed coat,5,seed; ray; embryo; shoot; seed coat
1194,mycorrhizal,1,mycorrhizal
1195,root,1,root
1197,seed,1,seed
1198,leaf; root,2,leaf; root
1199,mycorrhizal,1,mycorrhizal
1200,leaf; root; scale,3,leaf; root; scale
1201,mycorrhiza,1,mycorrhiza
1202,root; mycorrhizal; mycorrhiza; mycorrhizal root; mycorrhizal roots,5,root; mycorrhizal; mycorrhiza; mycorrhizal root; mycorrhizal roots
1203,root; mycorrhizal; style,3,root; mycorrhizal; style
1204,root,1,root
1205,root,1,root
1206,root; sporangium; leaflet,3,root; sporangium; leaflet
1207,seed; stem,2,seed; stem
1208,mycorrhizal,1,mycorrhizal
1209,mycorrhizal; hair; root; mycorrhiza,4,mycorrhizal; hair; root; mycorrhiza
1210,cell wall,1,cell wall
1211,mycorrhizal; mycorrhiza; leaf; blade; root; leaf blade; leaf blades,7,mycorrhizal; mycorrhiza; leaf; blade; root; leaf blade; leaf blades
1212,mycorrhizal; shoot; root,3,mycorrhizal; shoot; root
1213,leaf,1,leaf
1214,seed,1,seed
1215,NA,0,NA
1216,NA,0,NA
1217,root,1,root
1218,seed,1,seed
1219,seed,1,seed
1220,mycorrhizal; mycorrhiza; shoot; root; mycorrhizal root,5,mycorrhizal; mycorrhiza; shoot; root; mycorrhizal root
1221,NA,0,NA
1223,root; mycorrhiza,2,root; mycorrhiza
1224,root; wood,2,root; wood
1225,leaf; seed,2,leaf; seed
1226,mycorrhizal; root; leaf,3,mycorrhizal; root; leaf
1227,mycorrhizal; root,2,mycorrhizal; root
1228,NA,0,NA
1230,NA,0,NA
1232,mycorrhizal; root; shoot; leaf,4,mycorrhizal; root; shoot; leaf
1233,NA,0,NA
1234,leaf,1,leaf
1235,root; mycorrhizal,2,root; mycorrhizal
1237,leaf; silique; style,3,leaf; silique; style
1238,leaf; leaflet; vein; sclerenchyma; phloem,5,leaf; leaflet; vein; sclerenchyma; phloem
1239,NA,0,NA
1240,mycorrhizal,1,mycorrhizal
1241,foliage; leaf,2,foliage; leaf
1242,trunk; berry; shoot; stem; lesion,5,trunk; berry; shoot; stem; lesion
1243,fruit,1,fruit
1244,NA,0,NA
1246,NA,0,NA
1247,NA,0,NA
1248,NA,0,NA
1249,bark,1,bark
1250,mycorrhizal; seed; mycorrhiza; root,4,mycorrhizal; seed; mycorrhiza; root
1251,NA,0,NA
1252,pod,1,pod
1253,root; shoot,2,root; shoot
1254,seed,1,seed
1255,flower; fruit,2,flower; fruit
1256,seed,1,seed
1257,seed,1,seed
1258,seed,1,seed
1259,scale; leaf; petiole; axil; stem; root,6,scale; leaf; petiole; axil; stem; root
1260,mycorrhiza; root,2,mycorrhiza; root
1261,mycorrhizal; root; ray,3,mycorrhizal; root; ray
1262,root; mycorrhizal,2,root; mycorrhizal
1263,scale,1,scale
1264,NA,0,NA
1265,mycorrhizal; root; shoot; fruit,4,mycorrhizal; root; shoot; fruit
1266,scale,1,scale
1267,root; shoot,2,root; shoot
1268,petal,1,petal
1269,seed,1,seed
1270,inflorescence,1,inflorescence
1271,seed,1,seed
1272,root,1,root
1273,scale,1,scale
1274,seed,1,seed
1275,shoot,1,shoot
1276,twig,1,twig
1277,NA,0,NA
1279,root; mycorrhizal; hair; canopy; root hair,5,root; mycorrhizal; hair; canopy; root hair
1280,seed; root,2,seed; root
1281,mycorrhiza; mycorrhizal,2,mycorrhiza; mycorrhizal
1282,seed,1,seed
1283,root; shoot,2,root; shoot
1284,root; mycorrhizal,2,root; mycorrhizal
1285,root; mycorrhizal,2,root; mycorrhizal
1286,root; shoot,2,root; shoot
1287,seed,1,seed
1288,NA,0,NA
1289,shoot; root,2,shoot; root
1290,shoot; root,2,shoot; root
1291,stem; cell wall; root,3,stem; cell wall; root
1292,leaf; bud,2,leaf; bud
1294,root; mycorrhizal; wood; mycorrhiza,4,root; mycorrhizal; wood; mycorrhiza
1295,mycorrhizal; trichome; cell wall,3,mycorrhizal; trichome; cell wall
1296,leaf; root,2,leaf; root
1297,proliferation,1,proliferation
1298,seed; stem,2,seed; stem
1299,NA,0,NA
1300,stigma; flower; corm; bud; adventitious root,5,stigma; flower; corm; bud; adventitious root
1301,root; mycorrhizal,2,root; mycorrhizal
1302,wood; scale; leaf,3,wood; scale; leaf
1303,NA,0,NA
1304,foliage; leaf,2,foliage; leaf
1305,seed; root; stem; husk; epidermal tissue,5,seed; root; stem; husk; epidermal tissue
1306,leaf; root; bark,3,leaf; root; bark
1307,fruit,1,fruit
1308,leaf,1,leaf
1309,mycorrhizal; root,2,mycorrhizal; root
1310,NA,0,NA
1311,NA,0,NA
1312,root,1,root
1313,leaflet; leaf,2,leaflet; leaf
1314,seed,1,seed
1315,NA,0,NA
1317,shoot; lesion; leaf,3,shoot; lesion; leaf
1318,NA,0,NA
1319,NA,0,NA
1320,NA,0,NA
1321,stem; canker; fruit; branch,4,stem; canker; fruit; branch
1322,leaf; root; stem,3,leaf; root; stem
1323,tuber,1,tuber
1324,NA,0,NA
1325,mycorrhizal; root; aerenchyma,3,mycorrhizal; root; aerenchyma
1326,NA,0,NA
1327,ground tissue; ground tissues,2,ground tissue; ground tissues
1330,root,1,root
1331,leaf,1,leaf
1332,root,1,root
1333,root,1,root
1334,root; shoot; mycorrhizal,3,root; shoot; mycorrhizal
1335,NA,0,NA
1336,NA,0,NA
1337,NA,0,NA
1338,NA,0,NA
1339,seed,1,seed
1340,root,1,root
1342,mycorrhizal; root,2,mycorrhizal; root
1343,root; leaf; seed; scale,4,root; leaf; seed; scale
1344,NA,0,NA
1345,root; tuber,2,root; tuber
1346,lesion,1,lesion
1347,nectary; root; mycorrhizal; shoot,4,nectary; root; mycorrhizal; shoot
1348,ground tissue; ground tissues,2,ground tissue; ground tissues
1349,branch,1,branch
1350,bark; xylem; trunk,3,bark; xylem; trunk
1351,mycorrhizal; root,2,mycorrhizal; root
1352,root; mycorrhizal; anther,3,root; mycorrhizal; anther
1353,scale,1,scale
1354,NA,0,NA
1355,NA,0,NA
1356,stem,1,stem
1359,root; root tip,2,root; root tip
1360,fruit; flower; bud; flower bud; flower buds,5,fruit; flower; bud; flower bud; flower buds
1361,NA,0,NA
1362,root,1,root
1363,mycorrhizal; root; shoot; seed,4,mycorrhizal; root; shoot; seed
1364,root,1,root
1365,NA,0,NA
1366,root,1,root
1367,mycorrhizal; root; mycorrhiza; mycorrhizal root; mycorrhizal roots,5,mycorrhizal; root; mycorrhiza; mycorrhizal root; mycorrhizal roots
1368,stem,1,stem
1369,heartwood; wood; canker,3,heartwood; wood; canker
1370,mycorrhizal; root,2,mycorrhizal; root
1371,root; mycorrhizal,2,root; mycorrhizal
1372,root; shoot; seed; mycorrhizal,4,root; shoot; seed; mycorrhizal
1373,seed; leaf; sheath; leaf sheath,4,seed; leaf; sheath; leaf sheath
1374,NA,0,NA
1375,root,1,root
1376,NA,0,NA
1377,root; ground tissue; ground tissues,3,root; ground tissue; ground tissues
1378,NA,0,NA
1379,NA,0,NA
1380,root,1,root
1381,NA,0,NA
1382,root,1,root
1383,leaf; root,2,leaf; root
1384,root; leaf; shoot,3,root; leaf; shoot
1385,leaf,1,leaf
1386,shoot; rhizome; root; ground tissue; ground tissues,5,shoot; rhizome; root; ground tissue; ground tissues
1387,aerenchyma; root; stele,3,aerenchyma; root; stele
1388,root; hair; root hair,3,root; hair; root hair
1389,NA,0,NA
1390,scale,1,scale
1391,seed,1,seed
1392,leaf; sheath; seed; leaf sheath,4,leaf; sheath; seed; leaf sheath
1393,mycorrhiza; pith; root,3,mycorrhiza; pith; root
1394,root,1,root
1396,root; shoot,2,root; shoot
1397,leaf,1,leaf
1398,seed; root; leaf,3,seed; root; leaf
1399,seed,1,seed
1400,mycorrhizal; root; mycorrhiza,3,mycorrhizal; root; mycorrhiza
1401,mycorrhizal; stem,2,mycorrhizal; stem
1403,scale,1,scale
1404,NA,0,NA
1405,NA,0,NA
1407,root,1,root
1408,NA,0,NA
1410,NA,0,NA
1411,flower,1,flower
1412,NA,0,NA
1413,canker; leaf,2,canker; leaf
1414,NA,0,NA
1415,mycorrhizal; root; mycorrhizal root; mycorrhizal roots,4,mycorrhizal; root; mycorrhizal root; mycorrhizal roots
1416,NA,0,NA
1417,NA,0,NA
1418,parenchyma; branch,2,parenchyma; branch
1419,seed,1,seed
1420,foliage; canker,2,foliage; canker
1421,mycorrhiza,1,mycorrhiza
1422,stem; gall,2,stem; gall
1424,NA,0,NA
1425,leaf; root,2,leaf; root
1426,mycorrhizal; mycorrhiza; root,3,mycorrhizal; mycorrhiza; root
1427,root; shoot,2,root; shoot
1428,crown,1,crown
1430,leaf; seed,2,leaf; seed
1431,root; mycorrhizal; mycorrhiza,3,root; mycorrhizal; mycorrhiza
1432,stem,1,stem
1433,mycorrhizal; seed; root; stem,4,mycorrhizal; seed; root; stem
1435,root; mycorrhizal; root tip,3,root; mycorrhizal; root tip
1436,root; shoot; mycorrhizal,3,root; shoot; mycorrhizal
1437,root; shoot,2,root; shoot
1438,NA,0,NA
1439,mycorrhizal; root; scale,3,mycorrhizal; root; scale
1440,root; mycorrhizal; seed; leaf,4,root; mycorrhizal; seed; leaf
1441,leaf; shoot; root,3,leaf; shoot; root
1442,stem; seed,2,stem; seed
1443,NA,0,NA
1444,mycorrhizal; hair; root; mycorrhiza,4,mycorrhizal; hair; root; mycorrhiza
1445,root; hair; root hair,3,root; hair; root hair
1446,stem,1,stem
1447,mycorrhizal; root; shoot,3,mycorrhizal; root; shoot
1448,leaf,1,leaf
1449,NA,0,NA
1450,mycorrhizal,1,mycorrhizal
1451,NA,0,NA
1452,root; seed,2,root; seed
1453,root; mycorrhizal,2,root; mycorrhizal
1454,NA,0,NA
1455,mycorrhizal; mycorrhiza; cell wall; style,4,mycorrhizal; mycorrhiza; cell wall; style
1456,cell wall,1,cell wall
1457,mycorrhiza; mycorrhizal; canopy,3,mycorrhiza; mycorrhizal; canopy
1458,shoot; stomatal; root; stoma,4,shoot; stomatal; root; stoma
1459,mycorrhizal,1,mycorrhizal
1460,leaf,1,leaf
1461,NA,0,NA
1463,NA,0,NA
1464,bark; root; leaf; style,4,bark; root; leaf; style
1465,root; seed; stem; mycorrhizal root,4,root; seed; stem; mycorrhizal root
1466,NA,0,NA
1467,scale,1,scale
1468,root; cortex; shoot,3,root; cortex; shoot
1469,NA,0,NA
1470,leaf; seed; glandular trichome; trichome; leaf trichome; leaf trichomes,6,leaf; seed; glandular trichome; trichome; leaf trichome; leaf trichomes
1471,NA,0,NA
1472,mycorrhiza; mycorrhizal; shoot; root,4,mycorrhiza; mycorrhizal; shoot; root
1473,NA,0,NA
1474,mycorrhizal; root,2,mycorrhizal; root
1475,root; mycorrhizal,2,root; mycorrhizal
1476,mycorrhizal; root,2,mycorrhizal; root
1477,root,1,root
1478,root; mycorrhizal,2,root; mycorrhizal
1480,style,1,style
1481,mycorrhizal; mycorrhiza,2,mycorrhizal; mycorrhiza
1482,leaf; sheath; node; ovary; embryo; meristem; seed; leaf sheath,8,leaf; sheath; node; ovary; embryo; meristem; seed; leaf sheath
1484,NA,0,NA
1485,berry; cell wall,2,berry; cell wall
1487,NA,0,NA
1488,NA,0,NA
1489,NA,0,NA
1491,NA,0,NA
1492,root,1,root
1493,root; mycorrhizal,2,root; mycorrhizal
1495,root; leaf; stem; stomatal; stoma,5,root; leaf; stem; stomatal; stoma
1496,root,1,root
1497,leaf; mycorrhizal,2,leaf; mycorrhizal
1498,NA,0,NA
1499,stem,1,stem
1500,mycorrhizal; root; seed; shoot; leaf; mycorrhiza,6,mycorrhizal; root; seed; shoot; leaf; mycorrhiza
1501,NA,0,NA
1502,root,1,root
1503,mycorrhizal; root,2,mycorrhizal; root
1504,mycorrhizal; root,2,mycorrhizal; root
1505,mycorrhizal; root; canopy,3,mycorrhizal; root; canopy
1506,stem; xylem,2,stem; xylem
1507,seed,1,seed
1508,NA,0,NA
1509,seed,1,seed
1510,canopy,1,canopy
1511,mycorrhiza,1,mycorrhiza
1512,mycorrhizal,1,mycorrhizal
1513,cell wall,1,cell wall
1514,NA,0,NA
1515,NA,0,NA
1516,root,1,root
1517,stem; bark; stem bark,3,stem; bark; stem bark
1518,NA,0,NA
1519,leaf; sheath; stem; seed; leaf sheath,5,leaf; sheath; stem; seed; leaf sheath
1520,cell wall; root,2,cell wall; root
1521,root,1,root
1523,mycorrhizal; mycorrhiza; scale,3,mycorrhizal; mycorrhiza; scale
1524,lesion; gall,2,lesion; gall
1525,NA,0,NA
1526,NA,0,NA
1527,root; mycorrhizal,2,root; mycorrhizal
1528,canker; wood; lesion; branch; stem; leaf; foliage; bud; fruit,9,canker; wood; lesion; branch; stem; leaf; foliage; bud; fruit
1529,flower; fruit; mycorrhizal; root,4,flower; fruit; mycorrhizal; root
1531,NA,0,NA
1532,leaf,1,leaf
1533,seed; root; shoot,3,seed; root; shoot
1534,root; cell wall; cortex; vascular tissue,4,root; cell wall; cortex; vascular tissue
1535,NA,0,NA
1536,mycorrhizal,1,mycorrhizal
1537,NA,0,NA
1538,NA,0,NA
1539,leaf,1,leaf
1541,seed,1,seed
1542,NA,0,NA
1543,root,1,root
1544,root; mycorrhizal,2,root; mycorrhizal
1545,seed; parenchyma; embryo; foliage; root; seed coat; seed coats,7,seed; parenchyma; embryo; foliage; root; seed coat; seed coats
1546,leaf; foliage; branch; canopy,4,leaf; foliage; branch; canopy
1548,NA,0,NA
1549,shoot,1,shoot
1550,NA,0,NA
1552,seed; spike,2,seed; spike
1553,NA,0,NA
1555,tuber; root; leaf; stem; flower; seed,6,tuber; root; leaf; stem; flower; seed
1556,mycorrhizal; root,2,mycorrhizal; root
1557,seed,1,seed
1558,NA,0,NA
1559,inflorescence; spike,2,inflorescence; spike
1560,mycorrhizal; root; seed,3,mycorrhizal; root; seed
1561,NA,0,NA
1562,leaf,1,leaf
1564,NA,0,NA
1565,root; seed; foliage,3,root; seed; foliage
1566,root,1,root
1567,seed,1,seed
1568,root; leaf; mycorrhizal,3,root; leaf; mycorrhizal
1572,NA,0,NA
1574,root; stem; leaf,3,root; stem; leaf
1575,NA,0,NA
1576,NA,0,NA
1577,wood,1,wood
1579,NA,0,NA
1580,hair; root,2,hair; root
1581,crown; scale,2,crown; scale
1582,seed; epicotyl,2,seed; epicotyl
1584,NA,0,NA
1585,mycorrhiza,1,mycorrhiza
1587,NA,0,NA
1588,seed; inflorescence,2,seed; inflorescence
1589,scale; shoot; root; leaf; seed,5,scale; shoot; root; leaf; seed
1590,root; mycorrhizal,2,root; mycorrhizal
1593,root,1,root
1594,scale; foliage,2,scale; foliage
1595,NA,0,NA
1596,NA,0,NA
1598,flower,1,flower
1599,NA,0,NA
1601,ray; proliferation,2,ray; proliferation
1602,NA,0,NA
1607,scale,1,scale
1608,root,1,root
1609,wood,1,wood
1610,root,1,root
1611,stem; leaf; petiole; fruit,4,stem; leaf; petiole; fruit
1612,root; shoot; stomatal; pod; stoma,5,root; shoot; stomatal; pod; stoma
1613,NA,0,NA
1615,mycorrhizal; root,2,mycorrhizal; root
1616,stem,1,stem
1617,seed,1,seed
1618,root; leaf,2,root; leaf
1620,NA,0,NA
1621,leaf; root; shoot,3,leaf; root; shoot
1622,NA,0,NA
1623,flower; leaf; root,3,flower; leaf; root
1624,hair; root; mycorrhizal; mycorrhiza; scale; haustoria,6,hair; root; mycorrhizal; mycorrhiza; scale; haustoria
1625,NA,0,NA
1626,seed,1,seed
1628,root; mycorrhizal,2,root; mycorrhizal
1629,NA,0,NA
1630,stem,1,stem
1631,mycorrhizal; root; canopy,3,mycorrhizal; root; canopy
1632,NA,0,NA
1633,NA,0,NA
1634,NA,0,NA
1635,proliferation; root,2,proliferation; root
1636,seed,1,seed
1637,NA,0,NA
1638,scale,1,scale
1639,hair; root; mycorrhizal,3,hair; root; mycorrhizal
1640,panicle; seed,2,panicle; seed
1641,bud,1,bud
1642,NA,0,NA
1643,root; leaf,2,root; leaf
1644,lateral root; root,2,lateral root; root
1645,NA,0,NA
1646,NA,0,NA
1647,mycorrhiza; mycorrhizal; root; hair,4,mycorrhiza; mycorrhizal; root; hair
1648,mycorrhizal; root,2,mycorrhizal; root
1649,leaf,1,leaf
1650,mycorrhizal; root; mycorrhiza,3,mycorrhizal; root; mycorrhiza
1651,leaf,1,leaf
1652,root; stem; leaf; mycorrhizal; shoot; flower,6,root; stem; leaf; mycorrhizal; shoot; flower
1653,seed,1,seed
1654,root; seed; mycorrhizal,3,root; seed; mycorrhizal
1655,root,1,root
1656,root; mycorrhizal,2,root; mycorrhizal
1657,NA,0,NA
1658,NA,0,NA
1659,bud; seed,2,bud; seed
1660,root,1,root
1661,root; stem; leaf; flower,4,root; stem; leaf; flower
1662,NA,0,NA
1663,leaf; root; ground tissue; ground tissues,4,leaf; root; ground tissue; ground tissues
1664,root,1,root
1665,NA,0,NA
1666,NA,0,NA
1667,root; mycorrhizal,2,root; mycorrhizal
1668,root,1,root
1669,root; cell wall; style,3,root; cell wall; style
1670,root,1,root
1671,root; shoot,2,root; shoot
1672,root,1,root
1673,seed; inflorescence; ovary; ovule; embryo; plumule; endosperm,7,seed; inflorescence; ovary; ovule; embryo; plumule; endosperm
1674,NA,0,NA
1675,NA,0,NA
1676,root; leaf; mycorrhizal,3,root; leaf; mycorrhizal
