id,plant_parts_detected,parts_count,parts_normalized
10118,root; lateral root; leaf; tap root,4,root; lateral root; leaf; tap root
10119,NA,0,NA
10120,stem,1,stem
10121,NA,0,NA
10122,NA,0,NA
10123,NA,0,NA
10124,canker; bark; stem,3,canker; bark; stem
10125,root; mycorrhizal,2,root; mycorrhizal
10126,NA,0,NA
10128,root,1,root
10129,seed; leaf; sheath,3,seed; leaf; sheath
10130,NA,0,NA
10131,root; seed,2,root; seed
10132,leaf,1,leaf
10133,scale; leaf; crown; stem; root; ground tissue; ground tissues,7,scale; leaf; crown; stem; root; ground tissue; ground tissues
10135,seed; coleoptile; radicle,3,seed; coleoptile; radicle
10136,leaf,1,leaf
10138,seed,1,seed
10140,NA,0,NA
10141,root,1,root
10142,leaf; petiole,2,leaf; petiole
10143,leaf; ray,2,leaf; ray
10144,pod,1,pod
10145,style,1,style
10146,scale,1,scale
10147,leaf; cuticle,2,leaf; cuticle
10148,root; leaf; tap root; tap roots,4,root; leaf; tap root; tap roots
10149,root; stem; leaf; fruit,4,root; stem; leaf; fruit
10151,seed,1,seed
10152,root; stem; leaf,3,root; stem; leaf
10153,leaf,1,leaf
10154,root,1,root
10156,seed; flower,2,seed; flower
10157,root; shoot,2,root; shoot
10158,mycorrhiza; mycorrhizal; root,3,mycorrhiza; mycorrhizal; root
10159,NA,0,NA
10160,shoot,1,shoot
10163,leaf; vein,2,leaf; vein
10164,NA,0,NA
10165,root; lesion,2,root; lesion
10166,NA,0,NA
10167,leaf,1,leaf
10168,root; seed,2,root; seed
10169,root; adventitious root,2,root; adventitious root
10170,seed,1,seed
10171,leaf; wood; root,3,leaf; wood; root
10173,NA,0,NA
10174,panicle; leaf; root; stem,4,panicle; leaf; root; stem
10175,NA,0,NA
10177,phloem; leaf; root,3,phloem; leaf; root
10178,seed,1,seed
10180,root; style,2,root; style
10181,NA,0,NA
10182,NA,0,NA
10183,rhizome,1,rhizome
10184,seed; hair,2,seed; hair
10185,leaf; fruit,2,leaf; fruit
10186,NA,0,NA
10187,leaf,1,leaf
10188,leaf; stem; root,3,leaf; stem; root
10190,tumor,1,tumor
10191,leaf; shoot,2,leaf; shoot
10193,mycorrhizal; shoot,2,mycorrhizal; shoot
10194,root; shoot,2,root; shoot
10195,NA,0,NA
10196,NA,0,NA
10197,seed,1,seed
10198,root; leaf,2,root; leaf
10199,NA,0,NA
10200,shoot; root; leaf; seed,4,shoot; root; leaf; seed
10201,mycorrhizal; root,2,mycorrhizal; root
10202,stem,1,stem
10203,seed; root,2,seed; root
10204,leaf,1,leaf
10205,scale,1,scale
10206,seed; ray,2,seed; ray
10207,NA,0,NA
10208,seed,1,seed
10209,seed; leaf; root,3,seed; leaf; root
10210,root,1,root
10211,seed,1,seed
10212,shoot; bark; phloem,3,shoot; bark; phloem
10213,NA,0,NA
10214,leaf,1,leaf
10215,NA,0,NA
10216,root,1,root
10217,leaf; seed; pod,3,leaf; seed; pod
10218,shoot; canopy; leaf; fruit; flower,5,shoot; canopy; leaf; fruit; flower
10219,NA,0,NA
10220,flower; bud; shoot; ovary; flower bud; flower buds; floral organ; floral organs,8,flower; bud; shoot; ovary; flower bud; flower buds; floral organ; floral organs
10221,root; proliferation,2,root; proliferation
10222,bark,1,bark
10224,NA,0,NA
10225,gall; proliferation; petiole; leaf; lamina,5,gall; proliferation; petiole; leaf; lamina
10226,seed,1,seed
10227,bark,1,bark
10228,root,1,root
10229,root; cortex,2,root; cortex
10230,seed,1,seed
10231,root; mycorrhizal,2,root; mycorrhizal
10232,NA,0,NA
10233,seed; root; pod,3,seed; root; pod
10234,stem; haustoria,2,stem; haustoria
10235,NA,0,NA
10236,root,1,root
10239,root; stele,2,root; stele
10240,root,1,root
10241,leaf; stoma; vein; leaf surface; leaf surfaces,5,leaf; stoma; vein; leaf surface; leaf surfaces
10242,NA,0,NA
10243,intercellular space,1,intercellular space
10245,NA,0,NA
10246,root; epidermis,2,root; epidermis
10247,root,1,root
10248,NA,0,NA
10249,NA,0,NA
10250,root; rhizome; stem; leaf,4,root; rhizome; stem; leaf
10251,NA,0,NA
10252,NA,0,NA
10253,fruit; leaf,2,fruit; leaf
10254,crown; root,2,crown; root
10255,seed; root; leaf; flower; fruit,5,seed; root; leaf; flower; fruit
10256,root,1,root
10257,leaf,1,leaf
10258,stem; branch,2,stem; branch
10259,root; ray,2,root; ray
10260,NA,0,NA
10261,branch,1,branch
10262,NA,0,NA
10263,NA,0,NA
10264,ray,1,ray
10265,seed; leaf; petiole; pith; cell wall; vascular bundle,6,seed; leaf; petiole; pith; cell wall; vascular bundle
10266,root,1,root
10268,NA,0,NA
10269,shoot; fruit,2,shoot; fruit
10270,NA,0,NA
10271,root; leaf,2,root; leaf
10272,sheath; leaf; leaf sheath,3,sheath; leaf; leaf sheath
10273,root,1,root
10274,seed; root,2,seed; root
10275,mycorrhiza; mycorrhizal,2,mycorrhiza; mycorrhizal
10276,leaf,1,leaf
10277,seed,1,seed
10278,mycorrhiza; mycorrhizal; petal,3,mycorrhiza; mycorrhizal; petal
10279,leaf; seed,2,leaf; seed
10280,stem; root,2,stem; root
10281,root,1,root
10282,NA,0,NA
10284,leaf,1,leaf
10285,panicle; leaf; leaf surface; leaf surfaces,4,panicle; leaf; leaf surface; leaf surfaces
10286,root,1,root
10287,root,1,root
10288,root,1,root
10290,lesion; leaflet; leaf; leaf surface,4,lesion; leaflet; leaf; leaf surface
10291,leaf,1,leaf
10292,seed; leaf,2,seed; leaf
10293,root; seed,2,root; seed
10294,ray; fruit,2,ray; fruit
10295,NA,0,NA
10297,NA,0,NA
10298,root; mycorrhizal,2,root; mycorrhizal
10299,tumor,1,tumor
10300,NA,0,NA
10302,root,1,root
10303,root,1,root
10304,root,1,root
10305,stem; fruit,2,stem; fruit
10306,leaf; seed,2,leaf; seed
10307,NA,0,NA
10308,root; stem; leaf,3,root; stem; leaf
10310,root,1,root
10311,root,1,root
10312,NA,0,NA
10313,ray,1,ray
10314,ray,1,ray
10315,NA,0,NA
10316,mycorrhizal; root,2,mycorrhizal; root
10317,root,1,root
10318,bark; scale,2,bark; scale
10319,ray; shoot; root,3,ray; shoot; root
10320,canker; ray; cell wall,3,canker; ray; cell wall
10321,root,1,root
10323,NA,0,NA
10324,root,1,root
10325,leaf; scale; proliferation,3,leaf; scale; proliferation
10327,leaf,1,leaf
10328,root,1,root
10329,seed,1,seed
10330,NA,0,NA
10332,root; lesion; haustoria; haustorial,4,root; lesion; haustoria; haustorial
10333,root; hair; root hair,3,root; hair; root hair
10334,NA,0,NA
10335,pod; seed,2,pod; seed
10336,leaf; root,2,leaf; root
10337,root,1,root
10338,stem; lesion,2,stem; lesion
10339,flower; seed,2,flower; seed
10340,seed,1,seed
10341,twig; bark; shoot; lesion; canker; wood,6,twig; bark; shoot; lesion; canker; wood
10342,foliage,1,foliage
10343,root,1,root
10344,fruit,1,fruit
10345,leaf; canker,2,leaf; canker
10346,leaf; stem,2,leaf; stem
10347,NA,0,NA
10348,NA,0,NA
10349,scale,1,scale
10350,leaf; shoot; root,3,leaf; shoot; root
10351,root,1,root
10352,seed,1,seed
10353,berry; runner; petiole,3,berry; runner; petiole
10354,seed,1,seed
10355,leaf,1,leaf
10356,NA,0,NA
10357,leaf; branch,2,leaf; branch
10358,leaf,1,leaf
10359,scale; seed,2,scale; seed
10360,leaf,1,leaf
10361,bark,1,bark
10362,foliage,1,foliage
10363,NA,0,NA
10364,NA,0,NA
10365,cell wall,1,cell wall
10366,seed,1,seed
10367,trunk,1,trunk
10368,root,1,root
10369,trunk,1,trunk
10370,root,1,root
10371,seed; pericarp,2,seed; pericarp
10372,NA,0,NA
10373,seed; shoot,2,seed; shoot
10374,root; mycorrhizal; seed,3,root; mycorrhizal; seed
10375,scale; style,2,scale; style
10376,root,1,root
10377,root,1,root
10378,NA,0,NA
10379,NA,0,NA
10381,leaf; thorn,2,leaf; thorn
10382,NA,0,NA
10383,leaf,1,leaf
10384,fruit,1,fruit
10385,fruit,1,fruit
10386,NA,0,NA
10387,leaf,1,leaf
10388,NA,0,NA
10389,NA,0,NA
10390,shoot; leaf; flower; fruit,4,shoot; leaf; flower; fruit
10391,NA,0,NA
10392,NA,0,NA
10393,seed; inflorescence; ovary; cell wall,4,seed; inflorescence; ovary; cell wall
10394,stem; leaf; root,3,stem; leaf; root
10395,NA,0,NA
10396,leaf; fruit; canker,3,leaf; fruit; canker
10397,root,1,root
10398,leaf,1,leaf
10399,leaf,1,leaf
10400,root,1,root
10401,leaf; crown; root; shoot; style,5,leaf; crown; root; shoot; style
10402,root,1,root
10403,root,1,root
10404,NA,0,NA
10405,NA,0,NA
10406,cell wall,1,cell wall
10407,NA,0,NA
10408,root; root tip,2,root; root tip
10409,NA,0,NA
10411,NA,0,NA
10412,leaf,1,leaf
10413,pseudobulb; vessel; stem,3,pseudobulb; vessel; stem
10414,NA,0,NA
10415,NA,0,NA
10417,root,1,root
10418,stem,1,stem
10419,bark,1,bark
10420,root,1,root
10421,NA,0,NA
10422,NA,0,NA
10423,root; shoot,2,root; shoot
10424,flower; root,2,flower; root
10425,fruit,1,fruit
10426,leaf,1,leaf
10427,fruit; wood; branch,3,fruit; wood; branch
10428,NA,0,NA
10429,fruit,1,fruit
10430,leaf; scale,2,leaf; scale
10432,NA,0,NA
10433,wood,1,wood
10434,cuticle,1,cuticle
10435,leaf,1,leaf
10436,seed; root,2,seed; root
10437,leaf; crown,2,leaf; crown
10438,NA,0,NA
10439,root; mycorrhizal,2,root; mycorrhizal
10440,leaf,1,leaf
10441,leaf; sheath; root; seed; leaf sheath,5,leaf; sheath; root; seed; leaf sheath
10442,root; mycorrhizal; mycorrhiza,3,root; mycorrhizal; mycorrhiza
10443,seed,1,seed
10444,foliage; fruit; lesion,3,foliage; fruit; lesion
10445,NA,0,NA
10446,hair; root,2,hair; root
10447,leaf; root,2,leaf; root
10449,mycorrhizal; endodermis,2,mycorrhizal; endodermis
10450,tuber,1,tuber
10451,root; shoot,2,root; shoot
10452,root,1,root
10454,seed,1,seed
10455,root; gall,2,root; gall
10456,root,1,root
10457,seed,1,seed
10458,fruit,1,fruit
10459,mycorrhizal,1,mycorrhizal
10460,root,1,root
10461,NA,0,NA
10462,fruit; stem,2,fruit; stem
10463,shoot; xylem; root; phloem,4,shoot; xylem; root; phloem
10464,inflorescence; stem,2,inflorescence; stem
10465,style,1,style
10466,root,1,root
10467,NA,0,NA
10468,seed,1,seed
10469,NA,0,NA
10470,NA,0,NA
10471,seed; taproot,2,seed; taproot
10472,leaf; sheath; leaf sheath,3,leaf; sheath; leaf sheath
10473,proliferation,1,proliferation
10474,seed,1,seed
10475,NA,0,NA
10476,tuber; seed; radicle,3,tuber; seed; radicle
10477,seed,1,seed
10478,leaf; seed; shoot; root,4,leaf; seed; shoot; root
10479,leaf,1,leaf
10480,shoot; stem,2,shoot; stem
10481,root; stem; leaf; cell wall,4,root; stem; leaf; cell wall
10483,leaf; cell wall,2,leaf; cell wall
10485,mycorrhizal,1,mycorrhizal
10486,mycorrhizal,1,mycorrhizal
10487,root; mycorrhizal,2,root; mycorrhizal
10488,mycorrhizal,1,mycorrhizal
10489,seed,1,seed
10491,mycorrhizal; mycorrhiza; root; stem; tuber; shoot,6,mycorrhizal; mycorrhiza; root; stem; tuber; shoot
10492,seed; crown,2,seed; crown
10493,mycorrhizal; scale; root,3,mycorrhizal; scale; root
10494,root; shoot; branch,3,root; shoot; branch
10495,seed,1,seed
10497,NA,0,NA
10498,root; radicle,2,root; radicle
10499,mycorrhiza; leaf,2,mycorrhiza; leaf
10500,NA,0,NA
10501,root; style,2,root; style
10502,NA,0,NA
10504,NA,0,NA
10505,mycorrhizal; root,2,mycorrhizal; root
10506,seed; mycorrhizal; mycorrhiza; root; leaf,5,seed; mycorrhizal; mycorrhiza; root; leaf
10507,root; root tip,2,root; root tip
10508,root; leaf,2,root; leaf
10509,root; mycorrhizal,2,root; mycorrhizal
10510,mycorrhizal; root; shoot,3,mycorrhizal; root; shoot
10511,leaf; mycorrhizal; fruit; root,4,leaf; mycorrhizal; fruit; root
10512,stem; pod,2,stem; pod
10513,fruit; branch; leaf; stem,4,fruit; branch; leaf; stem
10514,root; mycorrhizal; root tip,3,root; mycorrhizal; root tip
10516,root,1,root
10517,NA,0,NA
10518,shoot; lesion; stem,3,shoot; lesion; stem
10519,mycorrhizal; root,2,mycorrhizal; root
10520,trunk; scale,2,trunk; scale
10521,NA,0,NA
10522,NA,0,NA
10523,root; mycorrhizal,2,root; mycorrhizal
10524,stem; gall; internode,3,stem; gall; internode
10525,ray,1,ray
10526,NA,0,NA
10527,NA,0,NA
10528,NA,0,NA
10529,root; hair; epidermis; cortex; endodermis; ray; root tip; root hair,8,root; hair; epidermis; cortex; endodermis; ray; root tip; root hair
10530,NA,0,NA
10531,pod; spike,2,pod; spike
10532,NA,0,NA
10533,leaf,1,leaf
10534,mycorrhiza; shoot; root; rhizome,4,mycorrhiza; shoot; root; rhizome
10535,leaf; seed,2,leaf; seed
10536,leaf,1,leaf
10537,root; lateral root; hair; leaf; root hair,5,root; lateral root; hair; leaf; root hair
10538,NA,0,NA
10539,bud; root,2,bud; root
10540,NA,0,NA
10541,stem,1,stem
10542,NA,0,NA
10543,root; stem; leaf,3,root; stem; leaf
10544,NA,0,NA
10545,root,1,root
10546,NA,0,NA
10547,cell wall,1,cell wall
10549,gall; root,2,gall; root
10550,bundle sheath; style; vascular tissue; vascular tissues,4,bundle sheath; style; vascular tissue; vascular tissues
10551,xylem; epidermis; endodermis; root; lateral root; cell wall,6,xylem; epidermis; endodermis; root; lateral root; cell wall
10552,root,1,root
10555,leaf,1,leaf
10556,root,1,root
10557,fruit,1,fruit
10558,root,1,root
10559,leaf; seed,2,leaf; seed
10560,NA,0,NA
10561,seed,1,seed
10562,root; shoot,2,root; shoot
10563,leaf; sheath; blade; leaf blade; leaf sheath,5,leaf; sheath; blade; leaf blade; leaf sheath
10565,seed,1,seed
10566,stem,1,stem
10568,NA,0,NA
10569,NA,0,NA
10570,NA,0,NA
10571,NA,0,NA
10572,root; mycorrhizal,2,root; mycorrhizal
10573,root; shoot; gall,3,root; shoot; gall
10574,NA,0,NA
10575,seed,1,seed
10576,NA,0,NA
10578,leaf; leaf surface,2,leaf; leaf surface
10579,root,1,root
10580,twig,1,twig
10581,seed,1,seed
10582,leaf; lamina,2,leaf; lamina
10583,NA,0,NA
10585,leaf; haustorium; haustoria; haustorial,4,leaf; haustorium; haustoria; haustorial
10586,seed,1,seed
10587,root; shoot,2,root; shoot
10588,leaf; fruit,2,leaf; fruit
10589,scale; leaf,2,scale; leaf
10590,NA,0,NA
10592,NA,0,NA
10593,NA,0,NA
10595,NA,0,NA
10596,stem,1,stem
10597,leaf,1,leaf
10598,root; stem,2,root; stem
10599,NA,0,NA
10600,leaf,1,leaf
10601,leaf; shoot; root; branch; foliage,5,leaf; shoot; root; branch; foliage
10602,leaf,1,leaf
10603,NA,0,NA
10606,seed,1,seed
10607,root; vascular bundle; style,3,root; vascular bundle; style
10608,stem,1,stem
10609,NA,0,NA
10610,root; stem; leaf,3,root; stem; leaf
10611,root; stem,2,root; stem
10612,leaf,1,leaf
10613,NA,0,NA
10615,NA,0,NA
10616,adventitious root; root,2,adventitious root; root
10617,NA,0,NA
10619,NA,0,NA
10620,seed,1,seed
10621,NA,0,NA
10622,leaf,1,leaf
10623,leaf,1,leaf
10625,wood; trunk,2,wood; trunk
10626,root,1,root
10627,fruit,1,fruit
10628,seed,1,seed
10629,NA,0,NA
10630,seed,1,seed
10631,rhizome,1,rhizome
10632,foliage; root,2,foliage; root
10633,fruit,1,fruit
10636,root,1,root
10637,NA,0,NA
10638,leaf; mesocarp,2,leaf; mesocarp
10639,NA,0,NA
10640,NA,0,NA
10641,mycorrhizal; root; shoot,3,mycorrhizal; root; shoot
10642,twig; xylem; bark; leaf; wood,5,twig; xylem; bark; leaf; wood
10643,NA,0,NA
10644,seed; stem; cotyledon; root,4,seed; stem; cotyledon; root
10645,leaf; root,2,leaf; root
10646,canker; stem; proliferation,3,canker; stem; proliferation
10647,fruit,1,fruit
10648,seed; embryo; seed coat,3,seed; embryo; seed coat
10649,leaf,1,leaf
10650,mycorrhizal,1,mycorrhizal
10652,NA,0,NA
10653,NA,0,NA
10654,NA,0,NA
10655,root; scale; shoot; mycorrhizal,4,root; scale; shoot; mycorrhizal
10656,seed; ground tissue; ground tissues,3,seed; ground tissue; ground tissues
10657,crown; root,2,crown; root
10658,ray,1,ray
10659,leaf,1,leaf
10660,stem; leaf; root; hair; mycorrhizal; shoot; root hair,7,stem; leaf; root; hair; mycorrhizal; shoot; root hair
10661,NA,0,NA
10662,seed,1,seed
10663,NA,0,NA
10664,NA,0,NA
10665,scale,1,scale
10666,NA,0,NA
10667,bark,1,bark
10669,canker; shoot; bark; wood,4,canker; shoot; bark; wood
10670,root; shoot,2,root; shoot
10672,scale,1,scale
10673,mycorrhizal; root,2,mycorrhizal; root
10674,stem; bark; wood; cell wall,4,stem; bark; wood; cell wall
10675,leaf,1,leaf
10677,NA,0,NA
10678,NA,0,NA
10679,fruit; root,2,fruit; root
10680,seed,1,seed
10682,wood; trunk,2,wood; trunk
10683,NA,0,NA
10684,root; mycorrhizal,2,root; mycorrhizal
10685,NA,0,NA
10687,NA,0,NA
10688,NA,0,NA
10690,root,1,root
10691,NA,0,NA
10692,root; shoot,2,root; shoot
10694,root,1,root
10696,leaf; root; stem; anther,4,leaf; root; stem; anther
10697,NA,0,NA
10698,NA,0,NA
10699,root; mycorrhizal,2,root; mycorrhizal
10700,root,1,root
10702,scale; branch; leaf; canopy,4,scale; branch; leaf; canopy
10703,leaf,1,leaf
10704,seed; fruit,2,seed; fruit
10705,NA,0,NA
10706,root,1,root
10707,mycorrhizal,1,mycorrhizal
10708,seed,1,seed
10710,NA,0,NA
10711,flower,1,flower
10712,NA,0,NA
10713,vessel,1,vessel
10714,leaf; petal; stigma,3,leaf; petal; stigma
10715,shoot; root,2,shoot; root
10716,seed; foliage; spike,3,seed; foliage; spike
10717,NA,0,NA
10718,NA,0,NA
10719,NA,0,NA
10721,gall; leaf; canopy; foliage; stomatal; stoma,6,gall; leaf; canopy; foliage; stomatal; stoma
10722,leaf; root; scale; mycorrhizal,4,leaf; root; scale; mycorrhizal
10723,leaf,1,leaf
10724,NA,0,NA
10725,NA,0,NA
10726,fruit; leaf; stem; root,4,fruit; leaf; stem; root
10727,seed; seed coat,2,seed; seed coat
10728,root,1,root
10729,seed; shoot; root,3,seed; shoot; root
10730,NA,0,NA
10731,root; seed; leaf,3,root; seed; leaf
10732,mycorrhizal,1,mycorrhizal
10733,seed; scale,2,seed; scale
10734,seed; panicle,2,seed; panicle
10735,shoot; leaf; filament; ovary; ovule; micropyle; embryo; coleoptile; capsule,9,shoot; leaf; filament; ovary; ovule; micropyle; embryo; coleoptile; capsule
10736,root; inflorescence,2,root; inflorescence
10737,root; shoot,2,root; shoot
10738,root; shoot; leaf; petal; cotyledon,5,root; shoot; leaf; petal; cotyledon
10739,mycorrhizal; seed,2,mycorrhizal; seed
10740,NA,0,NA
10741,intercellular space,1,intercellular space
10742,root; corm; leaf; fruit,4,root; corm; leaf; fruit
10743,stem,1,stem
10744,root,1,root
10745,foliage,1,foliage
10746,NA,0,NA
10747,phloem; xylem,2,phloem; xylem
10748,NA,0,NA
10749,root; pod; cell wall,3,root; pod; cell wall
10750,root; leaf; branch,3,root; leaf; branch
10751,NA,0,NA
10752,style,1,style
10753,wood,1,wood
10754,root,1,root
10755,fruit,1,fruit
10756,branch; fruit,2,branch; fruit
10757,NA,0,NA
10758,NA,0,NA
10759,root; shoot; stoma,3,root; shoot; stoma
10760,timber; stem; fruit; seed; xylem; vessel; embryo; fruit tissue; fruit tissues; xylem vessel,10,timber; stem; fruit; seed; xylem; vessel; embryo; fruit tissue; fruit tissues; xylem vessel
10761,NA,0,NA
10762,NA,0,NA
10763,seed; spike,2,seed; spike
10764,leaf,1,leaf
10765,root; hair; root hair,3,root; hair; root hair
10766,meristem,1,meristem
10767,root; scale; fruit,3,root; scale; fruit
10768,fruit,1,fruit
10769,tumor,1,tumor
10770,NA,0,NA
10771,NA,0,NA
10773,fruit,1,fruit
10774,NA,0,NA
10775,root,1,root
10776,root; mycorrhizal,2,root; mycorrhizal
10777,NA,0,NA
10778,root; seed,2,root; seed
10779,root,1,root
10780,seed,1,seed
10781,style; root; scale,3,style; root; scale
10782,mycorrhizal,1,mycorrhizal
10783,NA,0,NA
10784,wood,1,wood
10785,root,1,root
10786,mycorrhizal; stem,2,mycorrhizal; stem
10787,root; stem; leaf; flower,4,root; stem; leaf; flower
10788,leaf,1,leaf
10789,fruit; leaf,2,fruit; leaf
10790,root; mycorrhizal,2,root; mycorrhizal
10791,NA,0,NA
10792,root,1,root
10793,leaf,1,leaf
10794,mycorrhizal; root,2,mycorrhizal; root
10795,NA,0,NA
10796,bark,1,bark
10797,seed; embryo,2,seed; embryo
10798,NA,0,NA
10800,leaf,1,leaf
10801,NA,0,NA
10802,NA,0,NA
10803,root; mycorrhiza,2,root; mycorrhiza
10804,leaf; cell wall,2,leaf; cell wall
10805,seed,1,seed
10806,stem,1,stem
10808,fruit,1,fruit
10810,NA,0,NA
10811,leaf; petiole,2,leaf; petiole
10812,seed,1,seed
10813,embryo; seed; root; shoot,4,embryo; seed; root; shoot
10814,mycorrhizal; root; tuber,3,mycorrhizal; root; tuber
10817,shoot,1,shoot
10819,root; shoot; leaf; stem,4,root; shoot; leaf; stem
10820,NA,0,NA
10821,mycorrhizal; root; shoot,3,mycorrhizal; root; shoot
10822,stem; gall,2,stem; gall
10824,root,1,root
10826,root,1,root
10827,leaf,1,leaf
10828,root; epidermis; lateral root; stele; shoot; root tip,6,root; epidermis; lateral root; stele; shoot; root tip
10829,NA,0,NA
10830,ray; root; pod,3,ray; root; pod
10831,NA,0,NA
10832,NA,0,NA
10835,root,1,root
10836,root,1,root
10837,seed,1,seed
10838,NA,0,NA
10839,NA,0,NA
10841,NA,0,NA
10842,ray,1,ray
10843,NA,0,NA
10844,foliage; lesion,2,foliage; lesion
10845,leaf,1,leaf
10846,leaf; fruit; phloem; cortex; pith; stem; shoot; root; flower,9,leaf; fruit; phloem; cortex; pith; stem; shoot; root; flower
10848,root,1,root
10849,seed,1,seed
10851,callus; shoot,2,callus; shoot
10852,root; fruit; leaf,3,root; fruit; leaf
10853,root,1,root
10854,NA,0,NA
10855,NA,0,NA
10857,mycorrhizal,1,mycorrhizal
10858,seed; leaf,2,seed; leaf
10859,root,1,root
10861,tuber,1,tuber
10862,root; rhizome,2,root; rhizome
10863,root,1,root
10864,scale,1,scale
10865,leaf,1,leaf
10867,NA,0,NA
10868,NA,0,NA
10869,root; sporangium; seed,3,root; sporangium; seed
10870,NA,0,NA
10872,leaf,1,leaf
10873,style,1,style
10874,root,1,root
10875,leaf; stem; branch,3,leaf; stem; branch
10876,NA,0,NA
10877,leaf,1,leaf
10878,fruit; mycorrhizal; leaf; root; stomatal; stoma,6,fruit; mycorrhizal; leaf; root; stomatal; stoma
10879,leaf; petal; stigma,3,leaf; petal; stigma
10881,seed; root; pod,3,seed; root; pod
10882,mycorrhizal; root,2,mycorrhizal; root
10883,NA,0,NA
10884,root,1,root
10885,root; lateral root; leaf,3,root; lateral root; leaf
10886,shoot; root,2,shoot; root
10887,leaf; root,2,leaf; root
10888,seed; leaf; silique,3,seed; leaf; silique
10889,NA,0,NA
10890,shoot; root,2,shoot; root
10891,NA,0,NA
10892,NA,0,NA
10893,leaf,1,leaf
10894,root,1,root
10895,crown; leaf,2,crown; leaf
10896,root; leaf,2,root; leaf
10897,style,1,style
10898,leaf,1,leaf
10899,leaf,1,leaf
10900,twig,1,twig
10901,NA,0,NA
10902,seed,1,seed
10903,leaf; sheath; blade; vascular bundle; leaf blade; leaf blades; leaf sheath,7,leaf; sheath; blade; vascular bundle; leaf blade; leaf blades; leaf sheath
10904,root; shoot,2,root; shoot
10906,NA,0,NA
10907,root; stem; leaf; flower; fruit; sepal,6,root; stem; leaf; flower; fruit; sepal
10908,NA,0,NA
10910,root,1,root
10911,ray,1,ray
10912,seed; stomatal; stoma,3,seed; stomatal; stoma
10913,tumor,1,tumor
10914,NA,0,NA
10915,root; node,2,root; node
10917,shoot; root,2,shoot; root
10918,NA,0,NA
10919,root; lesion,2,root; lesion
10920,NA,0,NA
10922,lesion,1,lesion
10924,NA,0,NA
10925,shoot; root,2,shoot; root
10926,NA,0,NA
10927,NA,0,NA
10928,scale,1,scale
10929,apical meristem,1,apical meristem
10930,seed,1,seed
10931,tuber; seed,2,tuber; seed
10932,cell wall,1,cell wall
10934,leaf,1,leaf
10935,berry,1,berry
10936,NA,0,NA
10938,stem; ray; scale,3,stem; ray; scale
10939,seed; embryo; seed embryo,3,seed; embryo; seed embryo
10940,leaf; crown,2,leaf; crown
10941,NA,0,NA
10942,seed,1,seed
10943,seed; scale; pod,3,seed; scale; pod
10944,root; root tip,2,root; root tip
10945,NA,0,NA
10946,root,1,root
10948,foliage,1,foliage
10949,root,1,root
10950,shoot; root,2,shoot; root
10951,sheath; vascular bundle; xylem; bundle sheath,4,sheath; vascular bundle; xylem; bundle sheath
10952,root; hair; cortex; leaf; root hair,5,root; hair; cortex; leaf; root hair
10953,root,1,root
10954,spike; root; seed,3,spike; root; seed
10956,seed; pod,2,seed; pod
10957,canopy; fruit,2,canopy; fruit
10958,root; mycorrhizal,2,root; mycorrhizal
10960,root; shoot,2,root; shoot
10963,NA,0,NA
10964,NA,0,NA
10965,root; stem; leaf; scale; ground tissue; ground tissues,6,root; stem; leaf; scale; ground tissue; ground tissues
10966,root; mycorrhizal,2,root; mycorrhizal
10967,bark,1,bark
10968,ray; seed; shoot; stem; lateral root,5,ray; seed; shoot; stem; lateral root
10969,seed,1,seed
10971,fiber,1,fiber
10972,root; shoot; lateral root; leaf,4,root; shoot; lateral root; leaf
10973,NA,0,NA
10975,seed,1,seed
10976,sapwood; xylem,2,sapwood; xylem
10978,mycorrhizal,1,mycorrhizal
10979,seed,1,seed
10980,twig,1,twig
10981,root,1,root
10982,root; proliferation,2,root; proliferation
10983,root; stoma; leaf,3,root; stoma; leaf
10984,leaf; vein; crown; branch; petiole; shoot; leaf vein; leaf veins,8,leaf; vein; crown; branch; petiole; shoot; leaf vein; leaf veins
10985,NA,0,NA
10986,NA,0,NA
10988,mycorrhizal; root,2,mycorrhizal; root
10991,trunk,1,trunk
10992,scale,1,scale
10993,leaf; stem; root,3,leaf; stem; root
10994,leaf; seed,2,leaf; seed
10995,NA,0,NA
10996,petiole,1,petiole
10997,seed; shoot; apical meristem; leaf; node,5,seed; shoot; apical meristem; leaf; node
10998,leaf,1,leaf
11000,pneumatophore,1,pneumatophore
11001,root,1,root
11002,scale,1,scale
11003,coleoptile; seed; root; shoot,4,coleoptile; seed; root; shoot
11004,twig,1,twig
11005,pod; fibrous root; crown,3,pod; fibrous root; crown
11006,root; mycorrhizal; leaf; shoot,4,root; mycorrhizal; leaf; shoot
11007,NA,0,NA
11008,NA,0,NA
11009,tumor,1,tumor
11010,gall,1,gall
11012,root; stem,2,root; stem
11013,shoot,1,shoot
11014,shoot; root; seed,3,shoot; root; seed
11017,NA,0,NA
11018,leaf,1,leaf
11019,root; lesion,2,root; lesion
11021,seed; proliferation,2,seed; proliferation
11022,leaf; seed,2,leaf; seed
11023,NA,0,NA
11024,seed,1,seed
11025,NA,0,NA
11026,seed; inflorescence; panicle; wood,4,seed; inflorescence; panicle; wood
11027,NA,0,NA
11028,seed,1,seed
11029,shoot; root; seed,3,shoot; root; seed
11031,scale; root; shoot; cell wall,4,scale; root; shoot; cell wall
11032,NA,0,NA
11033,crown; root,2,crown; root
